rank,team_id,team,,tier,hltv_id,slug
9999,11301,fading-sun,,5,,
9999,11335,fnitas-gaming,,5,,
9999,11336,pure-magic,,5,,
9999,11341,aether,,5,12908,aether
9999,11347,asgardgaming,,5,,
9999,11358,xxx420nautsxxx,,5,,
9999,11363,moribund-esports,,5,,
9999,11364,theoneandonly,,5,,
9999,11377,tenho,,5,,
9999,11385,aye-aye-hunters,,5,,
9999,11388,neve-back-down,,5,,
9999,11392,topform-pro,,5,,
9999,11402,teamdeadlynoobsbelgium,,5,,
9999,11411,drunkvikings,,5,,
9999,11436,the-group-otaku-only-knows-ph,,5,,
9999,11445,shoot-me-i-m-famous,,5,,
9999,11451,rdyonice,,5,,
9999,11452,nimbusfive,,5,,
9999,11455,team-oveis,,5,,
9999,11460,kvintis,,5,,
9999,11462,gladex,,5,,
9999,11480,clan-cabezabote,,5,,
9999,11483,paradoxe-bulgaria,,5,,
9999,11488,geldspeicher,,5,,
9999,11492,team-katya,,5,,
9999,11505,badasduck,,5,,
9999,11508,virus-in-portugal,,5,,
9999,11518,ninja-cookies,,5,,
9999,11527,the-loyal-shadows,,5,,
9999,11529,romainlegeek,,5,,
9999,11542,flyinggoats,,5,,
9999,11558,taoq,,5,,
9999,11559,apollo-cs,,5,,
9999,11561,nenoistorm,,5,,
9999,11577,the-ratz,,5,,
9999,11586,jurastik,,5,,
9999,11595,team-ovrtime,,5,,
9999,11605,kappa360,,5,,
9999,11608,highsense-v7,,5,,
9999,11610,mentally,,5,,
9999,11611,gcj-team,,5,,
9999,11622,danish-e-vikings,,5,,
9999,11658,infinitegamers,,5,,
9999,11662,team-mad-bombers,,5,,
9999,11665,team-pila,,5,,
9999,11672,blackdiamond,,5,,
9999,11678,zeta,,5,,
9999,11681,team-z1nd3rs,,5,,
9999,11683,ambitious-of-victory,,5,,
9999,11684,theguardians,,5,,
9999,11687,phantom-s,,5,,
9999,11691,meet-your-doom,,5,,
9999,11719,nrg-gaming,,5,,
9999,11722,incapacity-gaming,,5,,
9999,11735,ez-skins-ez-noot,,5,,
9999,11747,holy-fucking-shit,,5,,
9999,11748,team-vitex,,5,,
9999,11751,radioactive-csgo,,5,,
9999,11754,up-ci,,5,,
9999,11759,team-solo-yolo,,5,,
9999,11771,kazam-esports,,5,,
9999,11773,sons-of-battlefield,,5,,
9999,11776,xtrafly,,5,,
9999,11782,the-cook-and-bake-club,,5,,
9999,11784,team-paradox,,5,,
9999,11790,throne,,5,,
9999,11808,squirrel-fire,,5,,
9999,11809,red-wolf,,5,,
9999,11810,luxite,,5,,
9999,11811,30cm,,5,,
9999,11812,harunga,,5,,
9999,11815,aether-esports,,5,,
9999,11816,eratz,,5,,
9999,11820,selfie-pro,,5,,
9999,11823,kicking-it-gamer-s,,5,,
9999,11825,intrepidus-uk,,5,,
9999,11844,bubar,,5,,
9999,11845,nutrition-esports,,5,,
9999,11846,world-of-games,,5,,
9999,11854,mongo-gaming,,5,,
9999,11867,anceril,,5,,
9999,11872,cshs-pl,,5,,
9999,11881,necrabites,,5,,
9999,11899,theyhateuscuztheyanus,,5,,
9999,11906,doom-haxors,,5,,
9999,11909,team-zinkz,,5,,
9999,11911,nivin,,5,,
9999,11912,wazers,,5,,
9999,11914,valdion,,5,,
9999,11922,lv-breath,,5,,
9999,11928,team-well-play,,5,,
9999,11930,raiders-of-turks,,5,,
9999,11931,vulpes-ace,,5,,
9999,11933,esports-twisted,,5,,
9999,11934,apollyon,,5,,
9999,11937,kabloiczu,,5,,
9999,11939,realitygaming,,5,,
9999,11945,blandy-gaming,,5,,
9999,11946,atrax,,5,,
9999,11954,scads-of-czech,,5,,
9999,11958,stealthy-invaders,,5,,
9999,11959,ace-dreaming,,5,,
9999,11960,system-conspiracy,,5,,
9999,11962,nopeteamfr,,5,,
9999,11963,otego,,5,,
9999,11965,hellraiserseu,,5,,
9999,11966,gamedex,,5,,
9999,11969,team-void,,5,,
9999,11970,alpha-beta,,5,,
9999,11973,config-esports,,5,,
9999,11974,neverlosehope-international,,5,,
9999,11977,nyx-cs,,5,,
9999,11984,team-deltd,,5,,
9999,11990,the-goblin-slayers,,5,,
9999,11992,ez-com,,5,,
9999,11998,team-noetic,,5,,
9999,12010,flaekkeholdet,,5,,
9999,12011,team-sanves,,5,,
9999,12015,team-onehp,,5,,
9999,12018,levelup-gaming,,5,,
9999,12023,team-angry-beavers,,5,,
9999,12029,kill-of-term,,5,,
9999,12046,tempest,,5,,
9999,12051,the-eternal-vendetta,,5,,
9999,12059,dragons-bro,,5,,
9999,12060,team-contra,,5,,
9999,12068,redline,,5,,
9999,12075,redfox,,5,,
9999,12078,pitbull,,5,,
9999,12081,hexus,,5,,
9999,12084,violet-spartans,,5,,
9999,12091,oculusaus,,5,,
9999,12094,kill-o-bots,,5,,
9999,12108,mustang-team,,5,,
9999,12118,ladventures,,5,,
9999,12127,vladimirputin,,5,,
9999,12133,tec-gaming-vox,,5,,
9999,12136,novaviva,,5,,
9999,12141,nyankillers,,5,,
9999,12146,cyber-bears,,5,,
9999,12154,camperelite,,5,,
9999,12158,w3play,,5,,
9999,12161,men-of-steel,,5,,
9999,12181,team-tribal,,5,,
9999,12183,avengement,,5,,
9999,12187,cyberfreakz,,5,,
9999,12189,rushcrush-102,,5,,
9999,12205,zken-esports,,5,,
9999,12207,overdosed,,5,,
9999,12208,magna-pro,,5,,
9999,12210,aim-tech,,5,,
9999,12216,crystalcut,,5,,
9999,12217,pro-boszcz,,5,,
9999,12218,evacsy,,5,,
9999,12220,0ri0n,,5,,
9999,12225,pelicans-esports,,5,,
9999,12250,team-clear-shots,,5,,
9999,12251,team-reborn,,5,,
9999,12263,dvided,,5,,
9999,12267,team-hydra,,5,,
9999,12269,andyvania,,5,,
9999,12279,team-pander-cs,,5,,
9999,12282,toxic-starsz,,5,,
9999,12283,banana-rockets,,5,,
9999,12284,we-do-gaming,,5,,
9999,12290,norulz,,5,,
9999,12291,unsurpassedesports,,5,,
9999,12296,pyro-gaming-team,,5,,
9999,12299,your-favourite-nightmare,,5,,
9999,12304,1shotmasters,,5,,
9999,12305,genetix-cs,,5,,
9999,12315,sultans-guardian,,5,,
9999,12317,fluffy-warrors,,5,,
9999,12321,team-fov,,5,,
9999,12323,team-hybrid,,5,,
9999,12327,primus-gaming,,5,,
9999,12329,oasis-paradise,,5,,
9999,12331,revolt-esport,,5,,
9999,12333,house-of-james,,5,,
9999,12334,e-sports-motion-team,,5,,
9999,12344,youngmind,,5,,
9999,12358,insane-fellas-cs,,5,,
9999,12360,fatiquegaming,,5,,
9999,12362,live-wire,,5,,
9999,12365,unique-legacy,,5,,
9999,12367,envo-esports,,5,,
9999,12369,konvict-gaming,,5,,
9999,12373,testokarhut,,5,,
9999,12374,russian-masters,,5,,
9999,12375,norwegian-pacifist-clan,,5,,
9999,12384,rh1n0-esports,,5,,
9999,12396,starline-esport,,5,,
9999,12398,enight,,5,,
9999,12400,exile-gaming,,5,,
9999,12401,energy-damage,,5,,
9999,12402,red-bats,,5,,
9999,12403,comrade-army,,5,,
9999,12405,myesticgames,,5,,
9999,12418,the-clever-warfare,,5,,
9999,12424,killer-instinct-locked-and-loaded,,5,,
9999,12426,ex-nihilo,,5,,
9999,12429,kwanto-gaming,,5,,
9999,12438,force-and-ace,,5,,
9999,12440,team-f-s-esports,,5,,
9999,12442,r-vange,,5,,
9999,12444,geekaboco,,5,,
9999,12445,cs-go-schwan,,5,,
9999,12447,rush-of-heroes-hack,,5,,
9999,12458,glhf-pro,,5,,
9999,12460,triple-ace,,5,,
9999,12461,trique,,5,,
9999,12477,hunomgamers,,5,,
9999,12478,team-fresh,,5,,
9999,12479,teamxeno,,5,,
9999,12489,syk3d,,5,,
9999,12495,hetvenhat-gaming,,5,,
9999,12496,jakob,,5,,
9999,12498,dzdzystan,,5,,
9999,12511,infuse-esports,,5,,
9999,12512,soldiers-of-ukraine,,5,,
9999,12513,cuddlywolves,,5,,
9999,12514,team-elite-stars,,5,,
9999,12518,purefilth,,5,,
9999,12520,chikens,,5,,
9999,12523,freedom-rhinos,,5,,
9999,12525,lmntrix-r,,5,,
9999,12526,0pstr-team,,5,,
9999,12528,the-ghosts,,5,,
9999,12541,winter-esports,,5,,
9999,12545,team-hurricane-cs,,5,,
9999,12546,dutyofknights,,5,,
9999,12548,hilton-team,,5,,
9999,12550,facelessvoid,,5,,
9999,12553,elyptum,,5,,
9999,12555,invaderz,,5,,
9999,12557,wolfpack-cs,,5,,
9999,12575,anaconda,,5,,
9999,12581,harvir-dhesi,,5,,
9999,12584,no-easy-way-out,,5,,
9999,12585,lithuanianstars-pro,,5,,
9999,12594,the-zone-team,,5,,
9999,12598,team-phalanx-cs,,5,,
9999,12603,running-devil,,5,,
9999,12617,cebulakiburaki,,5,,
9999,12634,rabbits-of-doom,,5,,
9999,12645,s-o-n-s-of-anarchy,,5,,
9999,12652,najsway,,5,,
9999,12673,team-delta-force,,5,,
9999,12677,infernal-soviet-union-cs,,5,,
9999,12687,la-colere-des-gitans,,5,,
9999,12698,in-arms-we-die-cs,,5,,
9999,12700,glorious-enemy,,5,,
9999,12704,puke-noise,,5,,
9999,12706,team-wanion,,5,,
9999,12709,qualified-csgo,,5,,
9999,12710,pigladdies,,5,,
9999,12711,team-evolix,,5,,
9999,12714,arius-gam-ng,,5,,
9999,12715,wtf,,5,,
9999,12726,team-brotherhood-eu,,5,,
9999,12727,windowed-mode,,5,,
9999,12728,the-illuminators,,5,,
9999,12734,team-apex-predators,,5,,
9999,12735,pomidory,,5,,
9999,12744,next-evolution,,5,,
9999,12745,team-hawls,,5,,
9999,12750,all4red,,5,,
9999,12751,team-raptor,,5,,
9999,12752,scotac,,5,,
9999,12753,power-rangers,,5,,
9999,12755,axi0m,,5,,
9999,12757,lots-of-dumb-luck,,5,,
9999,12759,team-goodgame,,5,,
9999,12761,red-frogz-pt,,5,,
9999,12764,laughing-marauders,,5,,
9999,12774,batako-e-sport,,5,,
9999,12775,patola-team,,5,,
9999,12776,frag-masters,,5,,
9999,12777,ballerpups,,5,,
9999,12778,automatic-killshot,,5,,
9999,12781,evil-gamers-team,,5,,
9999,12786,eco-frags,,5,,
9999,12790,team-fiveon,,5,,
9999,12797,team-dragon-slayers,,5,,
9999,12802,aggresive,,5,,
9999,12805,elite-fighter-legion,,5,,
9999,12815,dimensional,,5,,
9999,12820,vitality,,5,,
9999,12823,pokerpunch-gaming,,5,,
9999,12825,gentoostar,,5,,
9999,12837,ron,,5,,
9999,12838,rekon,,5,,
9999,12841,dogegaming,,5,,
9999,12855,team-surekill,,5,,
9999,12857,pajama-monsters,,5,,
9999,12858,hawx-gaming,,5,,
9999,12867,aeon-esports,,5,,
9999,12868,revadra-esports,,5,,
9999,12869,alkas,,5,,
9999,12873,skjak-conspiracy,,5,,
9999,12876,games-soldiers,,5,,
9999,12883,waspsgaming,,5,,
9999,12886,pantheon,,5,,
9999,12887,team-venomsnake,,5,,
9999,12889,pulse-gaming,,5,,
9999,12898,2622236,,5,,
9999,12899,zone-hl2,,5,,
9999,12900,red-white-blood,,5,,
9999,12901,aephaxia,,5,,
9999,12904,team-xetex-cs,,5,,
9999,12908,high-density,,5,,
9999,12909,team-neptune,,5,,
9999,12911,battalion-of-gamers,,5,,
9999,12914,youdon-tsay,,5,,
9999,12915,speed-is-king,,5,,
9999,12916,anomic,,5,,
9999,12921,team-bellend,,5,,
9999,12922,nuclear-hitz,,5,,
9999,12923,novicea,,5,,
9999,12924,chewinggummers,,5,,
9999,12926,the-curry-crew,,5,,
9999,12937,onyater,,5,,
9999,12939,cr3pto,,5,,
9999,12940,oblivian,,5,,
9999,12941,quantum-knights,,5,,
9999,12942,the-hitchhickers,,5,,
9999,12943,proud-slayers,,5,11711,players
9999,12945,prups,,5,,
9999,12946,team-almanz,,5,,
9999,12947,porobieni,,5,,
9999,12954,volt,,5,13090,volt
9999,12955,esports-quietly,,5,,
9999,12960,blood-dragons-team-brazilian,,5,,
9999,12961,team-serpentes,,5,,
9999,12964,qc-team,,5,,
9999,12966,euplays,,5,,
9999,12967,team-entinity,,5,,
9999,12968,brunno,,5,,
9999,13086,team-maniifest,,5,,
9999,13087,ninjas-palma,,5,,
9999,13088,fromhumanstogamers,,5,,
9999,13108,team-gen,,5,,
9999,13109,adunum,,5,,
9999,13112,sydergaming,,5,,
9999,13117,slapping-hard,,5,,
9999,13118,doom-decides,,5,,
9999,13120,isg-vindicta,,5,,
9999,13121,team-invincible-force,,5,,
9999,13122,stratos-esports,,5,,
9999,13123,triton-cs,,5,,
9999,13124,stratos-esports,,5,,
9999,13126,bilibili,,5,,
9999,13127,perfectionist,,5,,
9999,13128,arcticpanda,,5,,
9999,13130,thelynchsquad,,5,,
9999,13131,secz,,5,,
9999,13132,tallburger,,5,,
9999,13135,i-am,,5,,
9999,13137,team-doublemid,,5,,
9999,13138,beards,,5,,
9999,13139,bubble-cz,,5,,
9999,13141,team-eien,,5,,
9999,13142,simpliciter-maximus,,5,,
9999,13145,the-red-panda,,5,,
9999,13153,elite-squad,,5,,
9999,13154,cs-harks,,5,,
9999,13160,lapou,,5,,
9999,13162,foxgaming,,5,,
9999,13167,kobe-crew,,5,,
9999,13174,team-logic-eagle,,5,,
9999,13187,ladder-one,,5,,
9999,13189,defiant-knights,,5,,
9999,13190,team-of-masters,,5,,
9999,13205,wyzy,,5,,
9999,13206,calm-and-steady,,5,,
9999,13207,because-we-can,,5,,
9999,13212,redragon-cs,,5,,
9999,13213,werewolf-team,,5,,
9999,13220,russian-power,,5,,
9999,13222,makeshift-esports,,5,,
9999,13236,team-v-sion,,5,,
9999,13238,kamane,,5,,
9999,13240,dark-zone-esports-team,,5,,
9999,13241,f1reflies,,5,,
9999,13244,redaxes,,5,,
9999,13245,exsequor-gaming,,5,,
9999,13246,sequence-gaming,,5,,
9999,13259,dlightful,,5,,
9999,13262,team-grantick,,5,,
9999,13266,bandits-ro,,5,,
9999,13270,anima-tronic,,5,,
9999,13277,team-star-players,,5,,
9999,13282,pk-gaming-clan-a,,5,,
9999,13284,fortr3ss,,5,,
9999,13287,team-anarchon,,5,,
9999,13288,eternityx,,5,,
9999,13289,engineer-gaming,,5,,
9999,13291,team-cobalt,,5,,
9999,13292,lptw,,5,,
9999,13293,nozone-team,,5,,
9999,13297,radiation-zon3,,5,,
9999,13301,team-ollie,,5,,
9999,13310,csol-team,,5,,
9999,13315,hellguardidans,,5,,
9999,13319,faq-tbl,,5,,
9999,13321,flt-cs,,5,,
9999,13325,macaquinhos-esports,,5,,
9999,13327,venum,,5,,
9999,13333,vandor-gaming,,5,,
9999,13334,getsalty,,5,,
9999,13352,spotermin,,5,,
9999,13354,crisis-response-division,,5,,
9999,13355,moment-22,,5,,
9999,13359,xempt,,5,,
9999,13363,toxicjuniors,,5,,
9999,13368,team-impartial,,5,,
9999,13373,in-the-game,,5,,
9999,13374,team-nolife,,5,,
9999,13375,delphi-network,,5,,
9999,13376,hell-skill,,5,,
9999,13385,revolution-dreamz,,5,,
9999,13386,napoleon-esports,,5,,
9999,13393,wolves-counter-hurricane,,5,,
9999,13394,useless-souls,,5,,
9999,13395,obverse-cs,,5,,
9999,13398,team-btf,,5,,
9999,13399,playrpl,,5,,
9999,13400,beshock-gang,,5,,
9999,13402,hyperkill,,5,,
9999,13406,juans-boosting-service,,5,,
9999,13408,fynixgaming,,5,,
9999,13412,mufmentszfecja,,5,,
9999,13413,sinofi,,5,,
9999,13415,veqtor,,5,,
9999,13418,dynamic-symmetry,,5,,
9999,13419,tardz,,5,,
9999,13421,team-blue,,5,,
9999,13424,nebula-eu,,5,,
9999,13426,black-ninja-squad,,5,,
9999,13428,barricade,,5,,
9999,13429,pyromaniac,,5,,
9999,13430,glorygames,,5,,
9999,13431,deamonbeavers,,5,,
9999,13439,team-vulcany,,5,,
9999,13443,sonorous,,5,,
9999,13445,shadowburners,,5,,
9999,13452,teammidget,,5,,
9999,13466,astounding-cs,,5,,
9999,13468,maximum-hype,,5,,
9999,13473,axios,,5,,
9999,13474,sgsb,,5,,
9999,13475,boys-in-suits,,5,,
9999,13483,angels-of-insanity,,5,,
9999,13502,killer-rat,,5,,
9999,13504,badgerers,,5,,
9999,13509,squash-gaming-team,,5,,
9999,13520,united5,,5,,
9999,13523,otawa-aimers,,5,,
9999,13526,mystic-gg,,5,,
9999,13527,krigarna,,5,,
9999,13528,syndicate-esport,,5,,
9999,13529,prosmokes,,5,,
9999,13531,astana-dragons-cs-go-official,,5,,
9999,13534,lionheart-esports,,5,,
9999,13536,zyper-sh0t,,5,,
9999,13537,thecrackypizzas,,5,,
9999,13549,rampage-syndicate,,5,,
9999,13550,tribeat-esports,,5,,
9999,13551,zebra-leg-beggers,,5,,
9999,13552,team-full-rush,,5,,
9999,13556,rosik-gaming,,5,,
9999,13569,hyper-pro,,5,,
9999,13571,dicktators,,5,,
9999,13572,tge,,5,,
9999,13575,ahead-inc-gaming,,5,,
9999,13581,les,,5,,
9999,13589,uniquity,,5,,
9999,13590,dk-eagles,,5,,
9999,13591,corrupt5,,5,,
9999,13593,energetic-tryact,,5,,
9999,13595,z3phyr,,5,,
9999,13597,koledzyzpola,,5,,
9999,13598,eternity-esports,,5,,
9999,13599,team-b4nana,,5,,
9999,13601,team-nevermind,,5,,
9999,13602,team-vacom,,5,,
9999,13603,to-be-decided4-cs,,5,,
9999,13604,to-be-decided5-cs,,5,,
9999,13610,very-serious,,5,,
9999,13611,team-saurian,,5,,
9999,13612,team-barents,,5,,
9999,13614,team-vision,,5,,
9999,13615,phegs,,5,,
9999,13616,solid-state-gaming,,5,,
9999,13618,ulti-play,,5,,
9999,13619,hellguardians,,5,,
9999,13623,esports-team-ines,,5,,
9999,13625,legion-du-coq-d-or,,5,,
9999,13639,nothingbuthead,,5,,
9999,13662,exposed-shadows,,5,,
9999,13669,phoenix-esports-club,,5,,
9999,13670,shady-warriors-esports,,5,,
9999,13672,c-thanatos,,5,,
9999,13676,astatic,,5,,
9999,13681,we-are-serious,,5,,
9999,13683,pewpew,,5,,
9999,13687,titanium-cs,,5,,
9999,13689,spitfires,,5,,
9999,13691,just-frag,,5,,
9999,13692,undeadfamily,,5,,
9999,13703,racine2,,5,,
9999,13704,team-zymbiote,,5,,
9999,13705,oegco,,5,,
9999,13707,streikop-cs,,5,,
9999,13708,geruchenbagen,,5,,
9999,13709,logic,,5,,
9999,13711,teamninjasinpujama,,5,,
9999,13713,team-integrity,,5,,
9999,13723,noformmonster,,5,,
9999,13727,bravoteampro,,5,,
9999,13731,degenx-team,,5,,
9999,13732,enigma,,5,,
9999,13734,forbidden-esports,,5,,
9999,13742,onerous,,5,,
9999,13743,electrk-gaming,,5,,
9999,13746,team-dideo,,5,,
9999,13749,hysteria-cs,,5,,
9999,13750,linxz,,5,,
9999,13751,volatile-e-sports-club,,5,,
9999,13754,bad-company-ii,,5,,
9999,13770,fullbring,,5,,
9999,13788,monkey-esports,,5,,
9999,13790,g2a-electronic-sport,,5,,
9999,13791,mortem-deus,,5,,
9999,13807,square-heads,,5,,
9999,13811,last-try,,5,,
9999,13814,blackout,,5,,
9999,13825,fiya,,5,,
9999,13836,acolyte,,5,,
9999,13839,quarter-fight-team,,5,,
9999,13845,plant,,5,,
9999,13847,aftermath-revolution,,5,,
9999,13886,aquiver-esports,,5,,
9999,13890,twentyseven,,5,13236,twenty seven
9999,13926,ultimoexiled,,5,,
9999,13935,viral-team,,5,,
9999,13946,ace-of-shadows,,5,,
9999,13952,team-decimation-e-sports,,5,,
9999,13958,express-csgo,,5,,
9999,13964,sequence,,5,,
9999,13967,victory-is-ours-team,,5,,
9999,13969,drop-five,,5,,
9999,13970,generation-of-puppets,,5,,
9999,13971,phoenix-network-csgo,,5,,
9999,13973,spanishboys,,5,,
9999,13997,bravoproteam,,5,,
9999,13999,5-flippin-ninjas,,5,,
9999,14006,team-jellyfish,,5,,
9999,14007,dynom,,5,,
9999,14008,devilfox-gaming,,5,,
9999,14010,gosforth,,5,,
9999,14034,longlegslongnecks,,5,,
9999,14035,team-devias,,5,,
9999,14042,illumin8,,5,,
9999,14044,the-websters,,5,,
9999,14047,canadiancrusher,,5,,
9999,14055,teamcronus,,5,,
9999,14061,shadow-s-gamers,,5,,
9999,14083,manky-csgo,,5,,
9999,14086,oxoon,,5,,
9999,14089,wondeteam,,5,,
9999,14092,libr8-gaming,,5,,
9999,14096,nofdsf123,,5,,
9999,14097,hegyikecske,,5,,
9999,14101,deathtouch,,5,,
9999,14110,innate-warriors,,5,,
9999,14111,shouthingbeasts,,5,,
9999,14114,gowipe,,5,,
9999,14117,campelo-esports,,5,,
9999,14120,esc-girl-south,,5,,
9999,14121,simple-gaming,,5,,
9999,14123,hooligans,,5,,
9999,14124,frag-society,,5,,
9999,14131,esport-rezun,,5,,
9999,14132,revolt-gg,,5,,
9999,14137,team-five-senses,,5,,
9999,14140,infowayindia,,5,,
9999,14142,arcadia-gg,,5,,
9999,14143,team-cold-beer,,5,,
9999,14147,thedarkknights,,5,,
9999,14148,killandspray,,5,,
9999,14149,milani,,5,,
9999,14150,luminous-e-sports,,5,,
9999,14157,team-expandables,,5,,
9999,14159,wild-weasels-multigaming,,5,,
9999,14160,pro-devils,,5,,
9999,14162,redcarpet,,5,,
9999,14164,west3rn,,5,,
9999,14165,rift-gaming,,5,,
9999,14168,luckygaming,,5,,
9999,14170,fdfd,,5,,
9999,14172,prikol-nyie-gholosovyie-otkrytki,,5,,
9999,14178,sappling,,5,,
9999,14182,clemson-vs-oklahoma-orange-bowl-live,,5,,
9999,14188,chargerrs,,5,,
9999,14189,all-sports,,5,,
9999,14192,quintus-gaming,,5,,
9999,14197,encoregame-eu,,5,,
9999,14198,amateur-team-vortex,,5,,
9999,14200,sherlock-the-abominable-bride,,5,,
9999,14202,arizona-cardinals-vs-st-louis-rams-live,,5,,
9999,14209,suckerpunch,,5,,
9999,14223,bogdankun,,5,,
9999,14234,chaosgangstaz,,5,,
9999,14240,northen-wave,,5,,
9999,14260,electricfire16,,5,,
9999,14269,bekfest,,5,,
9999,14273,kaljaran-prikaatti,,5,,
9999,14274,turkish-gamers,,5,,
9999,14275,esports4us,,5,,
9999,14283,aito-j,,5,,
9999,14284,scarred-hunters,,5,,
9999,14285,toxic-foxes,,5,,
9999,14289,sample486,,5,,
9999,14292,deathly-ninjas,,5,,
9999,14293,olympian,,5,,
9999,14299,the-third-world-order,,5,,
9999,14307,youwin,,5,,
9999,14321,mat-s-crew,,5,,
9999,14326,wifi-gaming,,5,,
9999,14333,team-acclivity,,5,,
9999,14335,excluzion,,5,,
9999,14338,team-framed,,5,,
9999,14339,fury,,5,,
9999,14345,regnatorem,,5,,
9999,14347,ex-melty,,5,,
9999,14360,the-digital-vikings,,5,,
9999,14361,nofear-lviv-team,,5,,
9999,14363,cerberus-white,,5,,
9999,14373,t9zner,,5,,
9999,14382,violentplay,,5,,
9999,14383,3hours,,5,,
9999,14384,ddx,,5,,
9999,14389,team-revolux,,5,,
9999,14390,we-are-awesome,,5,,
9999,14392,1hpleft,,5,,
9999,14401,diavola,,5,,
9999,14402,allahusnackbar,,5,,
9999,14404,madzone,,5,,
9999,14408,team-terahertz,,5,,
9999,14410,team-contini,,5,,
9999,14411,hqs,,5,,
9999,14416,kinquin-cs,,5,,
9999,14418,shiftesports,,5,,
9999,14420,team-whiteout,,5,,
9999,14429,black-dragons,,5,,
9999,14452,assembly,,5,,
9999,14455,team-fusion,,5,,
9999,14465,gamersunitedfront,,5,,
9999,14474,team-tiger-tooth,,5,,
9999,14475,const4nte-progression,,5,,
9999,14476,redskiins,,5,,
9999,14481,regionsunited5,,5,,
9999,14482,airborne-firing-squad,,5,,
9999,14484,primal-esports,,5,,
9999,14488,svenskarma,,5,,
9999,14503,thawcs,,5,,
9999,14520,r3dux,,5,,
9999,14525,g2us,,5,,
9999,14528,krysys,,5,,
9999,14535,deus-esports,,5,,
9999,14540,forbidden,,5,,
9999,14545,wolf-x-gaming,,5,,
